id,name,address,postal_code,charger_level,lat,lng,cost,gg_address,gg_lat,gg_lng,city,province
CEA-10804,FCR - Place Nelligan,"1134 St-René Boulevard West, Gatineau, QC",J8T 6H1,Level2,45.487851,-75.70122,"1,00 $ (CAD) de l'heure","1134 Boulevard Saint-René O, Gatineau, QC J8T 8A5, Canada",45.4881818,-75.7013584,Gatineau,QC
CEA-10097,DGI - Complexe Desjardins,"1251 rue Jeanne-Mance, Montréal, QC",H2X 3Y2,Level2,45.507924,-73.56414,"1,00 $ (CAD) de l'heure","1251 Rue Jeanne-Mance, Montréal, QC H2X, Canada",45.5070394,-73.5651293,Montréal,QC
CEA-11115,Municipalité de Saint-Adrien,"1589 Principale, Saint-Adrien, QC",J0A 1C0,Level2,45.8195769,-71.7250025,"1,00 $ (CAD) de l'heure","1589 Rue Principale, Saint-Adrien, QC J0A 1C0, Canada",45.8195769,-71.7228138,Saint-Adrien,QC
CEC-00073,BRCC - CDSMML - Paspébiac,"5 Boul. Gérard-D-Lévesque Est, Pasbébiac, QC",G0C 2K0,FastDC,48.029571,-65.24814,"10,00 $ (CAD) de l'heure","5 Boulevard Gérard D. Levesque E, Paspébiac, QC G0C 2K0, Canada",48.0293177,-65.2481624,Paspébiac,QC
CEA-067,1482 | BHR | SLA | 2727 Thiemens : Bibliothèque du Boisé,"2727 boul. Thimens, Saint-Laurent, QC",H4R 1T4,Level2,45.504816,-73.70434,"2,50 $ (CAD) par session","2727 Boulevard Thimens, Saint-Laurent, QC H4R 1T4, Canada",45.5041464,-73.7053753,Saint-Laurent,QC
CEA-10480,Sur Rue - Mont Tremblant - Parc Daniel-Lauzon,"268 rue du Couvent, Mont Tremblant, QC",J8E 1K6,Level2,46.195234,-74.623006,"1,00 $ (CAD) de l'heure","268 Rue du Couvent, Mont-Tremblant, QC J8E 1K6, Canada",46.1947265,-74.6237423,Mont-Tremblant,QC
CEC-00062,BRCC - Ville d'Otterburn Park - Halte Touristique,"761 chemin des Patriotes, Otterburn Park, QC",J3H 1Z5,FastDC,45.544704,-73.211785,"10,00 $ (CAD) de l'heure","761 Chemin des Patriotes Sud, Otterburn Park, QC J3H, Canada",45.5442378,-73.212485,Otterburn Park,QC
CEC-00194,BRCC - Val-d'Or - Dépanneur Voisin Beauséjour,"315 route 117, Val d'Or, QC",J9P 7C4,FastDC,48.07221,-77.382662,"10,00 $ (CAD) de l'heure","315 QC-117, Val-d'Or, QC J9P 7C4, Canada",48.0725876,-77.3829689,Val-d'Or,QC
CEA-238,Hydro-Québec - CA Lebourgneuf,"2625 boul. Lebourgneuf, Québec, QC",G2C 1P1,Level2,46.825934253917,-71.3167104232787,"2,50 $ (CAD) par session","2625 Boulevard Lebourgneuf, Québec, QC G2C 1S2, Canada",46.8259053,-71.3167393,Québec,QC
CEA-461,Shawinigan - Aréna Gilles Bourassa,"1705 117e rue, Shawinigan-Sud, QC",G9N 6V3,Level2,46.51708,-72.75541,"1,00 $ (CAD) de l'heure","117 Rue Bouvette #1705, Shawinigan-Sud, QC G9P 4X1, Canada",46.5285842,-72.7405363,Shawinigan-Sud,QC
CEA-10277,Ski Garceau,"190 Chemin du Lac Blanc, Saint-Donat-de-Montcalm, QC",J0T 2C0,Level2,46.337653,-74.22065,"1,00 $ (CAD) de l'heure","190 Chemin du Lac Blanc, Saint-Donat-de-Montcalm, QC J0T 2C0, Canada",46.3375174,-74.2200672,Saint-Donat-de-Montcalm,QC
CEA-11250,RIO - Parc Olympique,"4141 Avenue Pierre-De Coubertin, Montréal, QC",H1V 3N7,Level2,45.5554177287515,-73.5513811997223,"2,50 $ (CAD) par session","4141 Avenue Pierre-De Coubertin, Montréal, QC H1V 3N7, Canada",45.559774,-73.5514832,Montréal,QC
CEA-10630,Le Westin Resort & Spa - Tremblant,"100 chemin de Kandahar, Mont-Tremblant, QC",J8E 1E2,Level2,46.212627,-74.586809,"1,00 $ (CAD) de l'heure","100 Chemin de Kandahar, Mont-Tremblant, QC J8E 1E2, Canada",46.2129653,-74.5864231,Mont-Tremblant,QC
CEA-470,St-Hubert - Beauport,"3410 boul. Ste-Anne, Québec, QC",G1E 3L7,Level2,46.852512,-71.19589,"1,00 $ (CAD) de l'heure","3410 Boulevard Sainte-Anne, Québec, QC G1E 3L7, Canada",46.8526133,-71.1957403,Québec,QC
CEA-10392,Beaconsfield - Parc Christmas,"424 boul Beaconsfield, Beaconsfield, QC",H9W 4B7,Level2,45.419853,-73.87836,"1,00 $ (CAD) de l'heure","424 Boulevard Beaconsfield, Beaconsfield, QC H9W 4B7, Canada",45.4198769,-73.8785848,Beaconsfield,QC
CEA-10306,301 | BSR | RPP | 6511 St-André,"6511 Rue Saint-André, Montréal, QC",H2S 2K7,Level2,45.536686,-73.603005,"1,00 $ (CAD) de l'heure","6511 Rue Saint-André, Montréal, QC H2S 2K7, Canada",45.536734,-73.6030444,Montréal,QC
CEA-10031,St-Hubert - Mont-Tremblant,"330 rue de St-Jovite, Mont-Tremblant, QC",J8E 2Z9,Level2,46.1191986571841,-74.5683603067112,"1,00 $ (CAD) de l'heure","330 Rue de Saint Jovite, Mont-Tremblant, QC J8E 2Z9, Canada",46.1190817,-74.5685701,Mont-Tremblant,QC
CEA-10202,Decarie Square,"6900 Boul. Décarie, Montréal, QC",H3X 2T8,Level2,45.490428,-73.650335,"1,00 $ (CAD) de l'heure","6900 Boulevard Décarie, Côte Saint-Luc, QC H3X 2T8, Canada",45.4909446,-73.6507432,Côte Saint-Luc,QC
CEA-006,PJC - Greenfield Park,"3216 boulevard Taschereau, Greenfield Park, QC",J4V 2H3,Level2,45.495291168277,-73.4836227681922,"1,00 $ (CAD) de l'heure","3216 Boulevard Taschereau, Greenfield Park, QC J4V 2H3, Canada",45.49556,-73.4834819,Greenfield Park,QC
CEC-00099,BRCC - St-Hubert - St-Hyacinthe,"1230 rue Johnson Ouest, St-Hyacinthe, QC",J2S 7K7,FastDC,45.640278,-72.969306,"10,00 $ (CAD) de l'heure","1230 Rue Daniel - Johnson O, Saint-Hyacinthe, QC J2S 7K7, Canada",45.6404784,-72.9686036,Saint-Hyacinthe,QC
CEA-10848,717 | BSR | CDN-NDG | 5225 Sherbrooke,"5252 Sherbrooke, Montréal, QC",H4A 1V1,Level2,45.474704,-73.608527,"1,00 $ (CAD) de l'heure","5252 Rue Sherbrooke E, Montréal, QC H1N, Canada",45.5680832,-73.5521558,Montréal,QC
CEA-10156,703 | BSR | CDN-NDG | 5038 rue Sherbrooke O,"5038 Sherbrooke O, Montréal, QC",H4A 1S7,Level2,45.476487,-73.606153,"1,00 $ (CAD) de l'heure","5038 Rue Sherbrooke Ouest, Montréal, QC H4A 1S7, Canada",45.4763895,-73.6059853,Montréal,QC
CEA-10465,Municipalité de Saint-Étienne-des-Grès,"1260 rue Saint-Alphonse, Saint-Étienne-des-Grès, QC",G0X 2P0,Level2,46.441985,-72.771073,"1,00 $ (CAD) de l'heure","1260 Rue Saint Alphonse, Saint-Étienne-des-Grès, QC G9C 1M2, Canada",46.4421056,-72.7708031,Saint-Étienne-des-Grès,QC
CEA-124,FCR - Carrefour St-David Ouest,"2837 avenue St-David, Québec, Q",G1C 0J3,Level2,46.865528,-71.216852,"1,00 $ (CAD) de l'heure","2837 Avenue St David, Québec, QC G1C 0J3, Canada",46.86537,-71.2170749,Québec,QC
CEA-11179,Laval - Centre communautaire Lausanne,"1333 boul. Chomedey, bureau 601, Laval, QC",H7V 3Z4,Level2,45.618488,-73.719237,"1,00 $ (CAD) de l'heure","1333 Boulevard Chomedey bureau 601, Laval, QC H7V 3Y1, Canada",45.5505888,-73.7438461,Laval,QC
CEA-090,1280 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur,"5300 Boulevard Robert, St-Léonard, QC",H1R 1R1,Level2,45.58554,-73.59837,"2,50 $ (CAD) par session","5300 Boulevard Robert, Saint-Léonard, QC H1R 1P9, Canada",45.5853269,-73.5987611,Saint-Léonard,QC
CEA-10100,Musée J. Armand Bombardier,"1001 Avenue J.A. Bombardier, Valcourt, QC",J0E 2L0,Level2,45.494204,-72.310161,"2,50 $ (CAD) par session","1001 Avenue Ja Bombardier, Valcourt, QC J0E 2L0, Canada",45.494398,-72.3102186,Valcourt,QC
CEA-11445,1302 | BSR | OUTR | 123 Querbes,"123 Avenue Querbes, Montréal, QC",H3T 1Z1,Level2,45.517579,-73.598371,"2,50 $ (CAD) par session","123 Avenue Querbes, Outremont, QC H2V 3V8, Canada",45.5178083,-73.5980917,Outremont,QC
CEA-10637,808 | BSR | SO | 6098 Mazarin,"6098 Rue Mazarin, Montréal, QC",H4E 2X2,Level2,45.456132,-73.601308,"1,00 $ (CAD) de l'heure","6098 Rue Mazarin, Montréal, QC H4E 2X2, Canada",45.456127,-73.601213,Montréal,QC
CEA-11014,105 | BSR | AC | 1530 Fleury,"1530 rue Fleury, Montréal, QC",H2C 2Y6,Level2,45.562906,-73.656227,"1,00 $ (CAD) de l'heure","1530 Rue Fleury E, Montréal, QC H2C 2Y6, Canada",45.5629748,-73.6561512,Montréal,QC
CEA-10378,109 | BSR | AC | 205 Chabanel,"205 Rue Chabanel O, Montréal, QC",H2N 1G3,Level2,45.540928,-73.653312,"1,00 $ (CAD) de l'heure","205 Rue Chabanel O, Montréal, QC H2N 1G3, Canada",45.540977,-73.6536969,Montréal,QC
CEA-10843,320 | BSR | RPP | 3810 Rosemont,"3810 boul. Rosemont, Montréal, QC",H1X 2P6,Level2,45.5578,-73.576045,"1,00 $ (CAD) de l'heure","3810 Boulevard Rosemont, Montréal, QC H1X 1L4, Canada",45.5578734,-73.575942,Montréal,QC
CEA-10183,625 | BSR | VM | 1956 Frontenac,"1956 Rue Frontenac, Montréal, QC",H2K 2Z1,Level2,45.532725,-73.552184,"1,00 $ (CAD) de l'heure","1956 Rue Frontenac, Montréal, QC H2K 2Z1, Canada",45.5325695,-73.5521119,Montréal,QC
CEA-152,St-Hubert - Rimouski,"395 Boulevard Arthur-Buies Est, Rimouski, QC",G5M 1Y1,Level2,48.4529157001154,-68.4942690674591,"1,00 $ (CAD) de l'heure","395 Boulevard Arthur-Buies E, Rimouski, QC G5M 0B2, Canada",48.4528653,-68.4942822,Rimouski,QC
CEA-197,Hydro-Québec - St-Hubert,"5250 Armand-Frappier, St-Hubert, QC",J3Z 1G3,Level2,45.45869,-73.40989,"2,50 $ (CAD) par session","5250 Rue Armand-Frappier, Saint-Hubert, QC J3Z 1G3, Canada",45.4586545,-73.4091738,Saint-Hubert,QC
CEA-10840,316 | BSR | RPP | 4300 Bélanger,"4300A Bélanger, Montréal, QC",H1T 3M1,Level2,45.566674,-73.585495,"1,00 $ (CAD) de l'heure","4300 Rue Bélanger, Montréal, QC H1T 1A7, Canada",45.5667637,-73.5854248,Montréal,QC
CEA-10544,820 | BSR | SO | 3041 Notre-Dame,"3041 Notre-Dame , Montréal, QC",H4C 2J2,Level2,45.480917,-73.578968,"1,00 $ (CAD) de l'heure","3041 Rue Notre-Dame Ouest, Montréal, QC H4C 1N9, Canada",45.480889,-73.5787889,Montréal,QC
CEA-11172,Municipalité de Natashquan,"29 Chemin d'en Haut, Natashquan, QC",G0G 2E0,Level2,50.18635,-61.822233,"1,00 $ (CAD) de l'heure","29 Chemin d'en Haut, Natashquan, QC G0G 2E0, Canada",50.1847727,-61.8166283,Natashquan,QC
CEA-245,Lacolle - Halte Cycliste,"103 Rue de l'Église Sud, Lacolle, QC",J0J 1J0,Level2,45.074214,-73.37503,"1,00 $ (CAD) de l'heure","103 Rue de l'Église S, Lacolle, QC J0J 1J0, Canada",45.0736084,-73.3755481,Lacolle,QC
CEA-10000,CAA-Québec,"444 rue Bouvier, Québec, QC",G2J 1E3,Level2,46.8377209141161,-71.269145635582,"1,00 $ (CAD) de l'heure","444 Rue Bouvier, Québec, QC G2J 1E3, Canada",46.8378545,-71.2694446,Québec,QC
CEB-10029,RONA - Québec,"1500 rue Bouvier, Québec, QC",G2K 1N8,Level2,46.827658,-71.293394,"1,00 $ (CAD) de l'heure","1500 Rue Bouvier, Québec, QC G2K 1N8, Canada",46.8282616,-71.2930989,Québec,QC
CEA-10839,Quartier Beauport,"2400 Boulevard Louis-XIV, Québec, QC",G1C 5Y8,Level2,46.894707,-71.20859,"1,00 $ (CAD) de l'heure","2400 Boulevard Louis-XIV, Québec, QC G1C 5Y8, Canada",46.8939763,-71.2089709,Québec,QC
CEA-11480,331 | BSR | RPP | 6679 Rue Garnier,"6679 Rue Garnier, Montréal, QC",H2G 3A2,Level2,45.5428645,-73.601371,"1,00 $ (CAD) de l'heure","6679 Rue Garnier, Montréal, QC H2G 3A2, Canada",45.542892,-73.60115,Montréal,QC
CEA-11117,Maison du Citoyen,"145 rue Saint-Louis, Saint-Eustache, QC",J7R 1X9,Level2,45.55845,-73.893728,"1,00 $ (CAD) de l'heure","145 Rue Saint-Louis, Saint-Eustache, QC J7R 1X9, Canada",45.557795,-73.8889293,Saint-Eustache,QC
CEA-10933,1412 | BSR | SLA | 3100 Toupin,"3100 Toupin, Montréal, QC",H4K 2V4,Level2,45.517305,-73.726967,"2,50 $ (CAD) par session","3100 Boulevard Toupin, Saint-Laurent, QC H4K 1Y8, Canada",45.5177172,-73.7268538,Saint-Laurent,QC
CEA-10070,DGI - Complexe Desjardins,"1251 rue Jeanne-Mance, Montréal, QC",H2X 3Y2,Level2,45.507924,-73.56414,"1,00 $ (CAD) de l'heure","1251 Rue Jeanne-Mance, Montréal, QC H2X, Canada",45.5070394,-73.5651293,Montréal,QC
CEA-10448,801 | BSR | SO | 3451 St-Jacques,"3451 Rue Saint-Jacques, Montréal, QC",H4C 1H2,Level2,45.48193,-73.582383,"1,00 $ (CAD) de l'heure","3451 Rue Saint-Jacques, Montréal, QC H4C 1H2, Canada",45.4822301,-73.5821872,Montréal,QC
CEA-10690,411 | BSR | MHM | 3450 Ste-Catherine,"3450 Ste-Catherine, Montréal, QC",H1W 2E2,Level2,45.541957,-73.539358,"1,00 $ (CAD) de l'heure","3450 Rue Sainte-Catherine E, Montréal, QC H1W 2E2, Canada",45.5418559,-73.5393527,Montréal,QC
CEA-11295,231 | BSR | VSMPE | 3901 Jarry,"3901 jarry E, Montréal, QC",H1Z 2G1,Level2,45.569855,-73.604919,"1,00 $ (CAD) de l'heure","3901 Rue Jarry E, Montréal, QC H1Z 2G1, Canada",45.5710082,-73.6047437,Montréal,QC
CEA-10452,202 | BSR | VSMPE | 520 Jean-Talon O,"520 rue Jean-Talon O, Montréal, QC",H3N 1R5,Level2,45.528352,-73.623127,"1,00 $ (CAD) de l'heure","520 Rue Jean-Talon Ouest, Montreal, QC H3N 1R5, Canada",45.5282201,-73.6232596,Montreal,QC
CEB-10074,Exo - Gare Saint-Jérôme,"455 boul. Jean-Baptiste-Rolland, St-Jérôme, QC",J7Z 2H5,Level2,45.7737922668457,-73.9989166259766,"2,50 $ (CAD) par session","455 Boul Jean-Baptiste-Rolland E, Saint-Jérôme, QC J7Z 2G9, Canada",45.7735259,-73.9978173,Saint-Jérôme,QC
CEA-083,580 | BHR | PMR | 4365 Cartier : Aréna Mont-Royal,"4365 Cartier Rue, Montréal, Montréal, QC",H2H 2N9,Level2,45.533424,-73.57226,"2,50 $ (CAD) par session","4365 Rue Cartier, Montréal, QC H2H 2N9, Canada",45.533234,-73.571813,Montréal,QC
CEC-00052,BRCC - CDSMML - Matane,"286 Av St-Jérôme, Matane, QC",G4W 3A2,FastDC,48.843378,-67.529801,"10,00 $ (CAD) de l'heure","286 Av St-Jérôme, Matane, QC G4W 3A2, Canada",48.8442128,-67.5297923,Matane,QC
CEA-10247,1702 | BSR | VER | 5000 Wellington,"5000 Rue Wellington, Verdun, QC",H4G 1X9,Level2,45.455871,-73.567543,"1,00 $ (CAD) de l'heure","5000 Rue Wellington, Verdun, QC H4G 1Y1, Canada",45.4557625,-73.5672441,Verdun,QC
CEA-10356,709 | BSR | CDN-NDG |5137 Décarie,"5137 Décarie, Montréal, QC",H3W 3C2,Level2,45.484167,-73.629705,"1,00 $ (CAD) de l'heure","5137 Boulevard Décarie, Montréal, QC H3W 3C3, Canada",45.4843052,-73.6295153,Montréal,QC
CEA-11188,116 | BSR | AC | 10625 Francis,"10625 Rue Francis, Montréal, QC",H2C 3A5,Level2,45.565295,-73.660453,"1,00 $ (CAD) de l'heure","10625 Rue Francis, Montréal, QC H2C 3A5, Canada",45.5653481,-73.6603467,Montréal,QC
CEA-072,Ville de Boucherville - Centre Multifonctionnel,"1075 Lionel-Daunais, Boucherville, QC",J4B 8N5,Level2,45.588807,-73.42835,"1,00 $ (CAD) de l'heure","1075 Rue Lionel-Daunais, Boucherville, QC J4B 8N5, Canada",45.589789,-73.4279867,Boucherville,QC
CEA-020,FCR - Carrefour du Plateau des Grives,"205-219 boul. du Plateau, Gatineau, QC",J9J 0N4,Level2,45.43321,-75.779792,"1,00 $ (CAD) de l'heure","205 Boul du Plateau, Gatineau, QC J9A 0N4, Canada",45.4345374,-75.7802741,Gatineau,QC
CEB-10141,St-Hubert - Sainte-Thérèse,"350 boul. Labelle, Ste-Thérèse, QC",J7E 2Y1,Level2,45.6480903625488,-73.8404388427734,"1,00 $ (CAD) de l'heure","350 Boulevard Curé-Labelle, Sainte-Thérèse, QC J7E 2Y1, Canada",45.6483548,-73.8401722,Sainte-Thérèse,QC
CEA-10262,211 | BSR | VSMPE | 625 Liege O,"625 Liege O, Montréal, QC",H3N 1A7,Level2,45.532997,-73.642027,"1,00 $ (CAD) de l'heure","625 Rue de Liège O, Montréal, QC H3N 1A7, Canada",45.533016,-73.6420726,Montréal,QC
CEA-10612,412 | BSR | MHM | 2222 Valois,"2222 Avenue Valois , Montréal, QC",H1W 3M5,Level2,45.548361,-73.546827,"1,00 $ (CAD) de l'heure","2222 Avenue Valois, Montréal, QC H1W 3M5, Canada",45.548027,-73.5469854,Montréal,QC
CEC-00154,BRCC - Restaurant Le Chavigny - Deschambault,"11 rue des Pins, Deschambault-Grondines, QC",G0A 1S0,FastDC,46.639683,-71.99645,"10,00 $ (CAD) de l'heure","11 Rue des Pins, Deschambault, QC G0A 1S0, Canada",46.6392827,-71.9964613,Deschambault,QC
CEA-10844,713 | BSR | CDN-NDG | 5468 Claranald,"5468A Claranald, Montréal, QC",H3X 2S7,Level2,45.483967,-73.637694,"1,00 $ (CAD) de l'heure","5468 Avenue Clanranald, Montréal, QC H3X 2S3, Canada",45.4837375,-73.6378147,Montréal,QC
CEA-10740,224 | BSR | VSMPE | 7200 Hutchison,"7200 Hutchison, Montréal, QC",H3N 1Z2,Level2,45.529826,-73.62305,"1,00 $ (CAD) de l'heure","7200 Rue Hutchison, Montréal, QC H3N 1Z2, Canada",45.529608,-73.623157,Montréal,QC
CEA-10802,Longueuil - Parc de la cité,"6201 Boulevard Davis, Saint-Hubert, QC",J3Y 8Y4,Level2,45.488412,-73.41028,"1,00 $ (CAD) de l'heure","6201 Boulevard Davis, Saint-Hubert, QC J3Y 8Y4, Canada",45.4876933,-73.4099027,Saint-Hubert,QC
CEC-00107,BRCC - Lac-Bouchette,"295 Rue Principale, Lac-Bouchette, QC",G0W 1V0,FastDC,48.25549,-72.186005,"10,00 $ (CAD) de l'heure","295 Rue Principale, Lac-Bouchette, QC G0W 1V0, Canada",48.2554688,-72.1861812,Lac-Bouchette,QC
CEC-00193,BRCC - Saint-Ours - Marché Tradition,"2471 Rue Immaculée-Conception, Saint-Ours, QC",J0G 1P0,FastDC,45.89201,-73.148464,"10,00 $ (CAD) de l'heure","2471 Rue Immaculée-Conception, Saint-Ours, QC J0G 1P0, Canada",45.8922687,-73.1480096,Saint-Ours,QC
CEA-10687,Saint-André-d'Argenteuil - Mairie,"10 Rue de la Mairie, Saint-André-d'Argenteuil, QC",J0V 1X0,Level2,45.559825,-74.33206,"2,50 $ (CAD) par session","10 Rue de la Mairie, Saint-André-d'Argenteuil, QC J0V 1X0, Canada",45.5597144,-74.3322551,Saint-André-d'Argenteuil,QC
CEC-00038,BRCC - AddÉnergie,"2327 boul. Versant Nord, Québec, QC", G1N 4C2,FastDC,46.79125,-71.287345,"10,00 $ (CAD) de l'heure","2327 Boulevard du Versant N, Québec, QC G1N 4C2, Canada",46.7910083,-71.2872321,Québec,QC
CEA-10380,708 | BSR | CDN-NDG | 6200 Côte Des-Neiges,"6200 ch. de la Côte-des-Neiges, Montréal, QC",H3S 2A1,Level2,45.500598,-73.632462,"1,00 $ (CAD) de l'heure","6200 Chemin de la Côte-des-Neiges, Montréal, QC H3S 2A1, Canada",45.5008262,-73.6326024,Montréal,QC
CEA-388,CÉGEP de Chicoutimi,"534, rue Jacques-Cartier est, Chicoutimi, QC",G7H 1Z6,Level2,48.424435996927,-71.054717870994,"2,50 $ (CAD) par session","534 Rue Jacques-Cartier E, Chicoutimi, QC G7H 1Z5, Canada",48.4248036,-71.0531281,Chicoutimi,QC
CEB-10146,FCR - Carrefour St-David Ouest,"2837 avenue St-David, Québec, QC",G1C 0J3,Level2,46.865528,-71.216852,"1,00 $ (CAD) de l'heure","2837 Avenue St David, Québec, QC G1C 0J3, Canada",46.86537,-71.2170749,Québec,QC
CEC-00164,BRCC - Baie-Comeau-Stationnement Av. Chapais,"20 avenue Chapais, Baie-Comeau, QC",G5C 2S6,FastDC,49.220696,-68.154457,"10,00 $ (CAD) de l'heure","Avenue Chapais, Baie-Comeau, QC G4Z, Canada",49.2206486,-68.154691,Baie-Comeau,QC
CEA-478,St-Hubert - Fleurimont,"1818 King E, Sherbrooke, QC",J1G 5G6,Level2,45.40941,-71.848632,"1,00 $ (CAD) de l'heure","1818 Rue King E, Sherbrooke, QC J1G 5G6, Canada",45.4093314,-71.8483223,Sherbrooke,QC
CEA-11239,826 | BSR | SO | 2855 Centre,"2855 rue du Centre, Montréal, QC",H4C 3B4,Level2,45.476501,-73.57244,"1,00 $ (CAD) de l'heure","2855 Rue Centre, Montréal, QC H3K 3C4, Canada",45.4765656,-73.5728016,Montréal,QC
CEA-10919,Longueuil - Parc de la cité,"6201 Boulevard Davis, Saint-Hubert, QC",J3Y 8Y4,Level2,45.488412,-73.41028,"1,00 $ (CAD) de l'heure","6201 Boulevard Davis, Saint-Hubert, QC J3Y 8Y4, Canada",45.4876933,-73.4099027,Saint-Hubert,QC
CEA-11202,830 | BSR | SO | 256 Charlevoix,"256 Charlevoix, Montréal, QC",H3J 1N7,Level2,45.482396,-73.575472,"1,00 $ (CAD) de l'heure","256 Rue Charlevoix, Montréal, QC H3J 1N7, Canada",45.4820981,-73.5751784,Montréal,QC
CEA-158,FCR - RBC Lachenaie,"287 montée des Pionniers, Terrebonne, QC",J6V 1H4,Level2,45.7111470669376,-73.5127677105345,"1,00 $ (CAD) de l'heure","287 Montée des Pionniers, Terrebonne, QC J6V 1H4, Canada",45.7110777,-73.512543,Terrebonne,QC
CEA-11012,Sur Rue - Longueuil - 61 rue St-Charles,"61 Rue Saint-Charles Ouest, Longueuil, QC",J4H 1C5,Level2,45.540188,-73.50893,"1,00 $ (CAD) de l'heure","61 Rue Saint-Charles Ouest, Longueuil, QC J4H 1C6, Canada",45.5402942,-73.5088916,Longueuil,QC
CEA-10931,Sur Rue - Longueuil - 1985 Gaetan-Boucher,"1985 boul. Gaetan-Boucher, Longueuil, QC",J3Y 3R5,Level2,45.498734,-73.40605,"1,00 $ (CAD) de l'heure","1985 Boulevard Gaétan-Boucher, Saint-Hubert, QC J3Y 3R5, Canada",45.4982301,-73.4064177,Saint-Hubert,QC
CEA-298,Stoneham - Mairie,"325 Chemin du Hibou, Stoneham-et-Tewkesbury, QC",G3C 1P1,Level2,46.9998522272165,-71.3688772883606,"1,00 $ (CAD) de l'heure","325 Chemin du Hibou, Stoneham-et-Tewkesbury, QC G3C 1P1, Canada",46.9996112,-71.3687705,Stoneham-et-Tewkesbury,QC
CEA-055,285 | BHR | VSMPE | 8000 de Normanville : Centre sportif Jean-Rougeau,"8000 rue de Normanville, Montréal, QC",H2R 2V6,Level2,45.548532,-73.622186,"2,50 $ (CAD) par session","8000 Rue de Normanville, Montréal, QC H2R 2V6, Canada",45.5483499,-73.6214984,Montréal,QC
CEA-10949,1710 | BSR | VER | 282 Elgar,"282 Elgar, Verdun, QC",H3E 1C8,Level2,45.456851,-73.546276,"2,50 $ (CAD) par session","282 Rue Elgar, Verdun, QC H3E 1C9, Canada",45.4563935,-73.5464009,Verdun,QC
CEA-10892,Ville de Sherbrooke - Grenouillière,"50 rue Meadow, Sherbrooke, QC",J1H 5H9,Level2,45.4034690856934,-71.8907775878906,"1,00 $ (CAD) de l'heure","50 Rue Meadow, Sherbrooke, QC J1H 5N3, Canada",45.4033336,-71.8907001,Sherbrooke,QC
CEA-207B,Victoriaville - Stationnement de Bigarré,"125 rue de Bigarré, Victoriaville, QC",G6P 4Z2,Level2,46.057979,-71.95601,"1,00 $ (CAD) de l'heure","125 Rue de Bigarré, Victoriaville, QC G6P 9P6, Canada",46.0574639,-71.9573662,Victoriaville,QC
CEA-447,St-Hubert - Montmagny,"205 Chemin des Poirier, Montmagny, QC",G5V 4J9,Level2,46.969361,-70.577885,"1,00 $ (CAD) de l'heure","205 Chemin des Poirier, Montmagny, QC G5V 3X7, Canada",46.9691954,-70.5783914,Montmagny,QC
CEA-127,Ville de McMasterville - Hôtel de Ville,"255 Boulevard Constable, McMasterville, QC",J3G 6N9,Level2,45.5506036116578,-73.2289537423973,"1,00 $ (CAD) de l'heure","255 Boul Constable, McMasterville, QC J3G 6N9, Canada",45.5501513,-73.2290909,McMasterville,QC
CEA-10271,1701 | BSR | VER | 4214 Wellington,"4214 Rue Wellington, Verdun, QC",H4G 1W2,Level2,45.461833,-73.566813,"1,00 $ (CAD) de l'heure","4214 Rue Wellington, Verdun, QC H4G 1W2, Canada",45.461779,-73.5668239,Verdun,QC
CEA-10302,305 | BSR | RPP | 26e avenue,"6435 26e Avenue, Montréal, QC",H1T 3K7,Level2,45.564852,-73.577294,"1,00 $ (CAD) de l'heure","6435 26e Avenue, Montréal, QC H1T 3K7, Canada",45.5648695,-73.5771606,Montréal,QC
CEB-10073,CDPQ - Stationnement Deux-Montagnes,"400 boul. des Deux-Montagnes, Deux-Montagnes, QC",J7R 7C2,Level2,45.5448760986328,-73.9116973876953,"2,50 $ (CAD) par session","400 Boulevard de Deux-Montagnes, Deux-Montagnes, QC J7P 0B4, Canada",45.5453604,-73.9123761,Deux-Montagnes,QC
CEA-498,Laval - Hôtel de Ville,"1 place du Souvenir, Laval, QC",H7V 3Z4,Level2,45.551533,-73.7452,"1,00 $ (CAD) de l'heure","1 Place du Souvenir, Laval, QC H7V 1W7, Canada",45.5514654,-73.7446036,Laval,QC
CEC-00067,BRCC - CDSMML - Percé,"137 route 132 Ouest, Percé, QC",G0C 2L0,FastDC,48.524071,-64.210534,"10,00 $ (CAD) de l'heure","137 QC-132, Percé, QC G0C 2L0, Canada",48.5398181,-64.2636395,Percé,QC
CEC-00013,BRCC - St-Hubert - Drummondville,"125 boul. St-Joseph, Drummondville, QC",J2B 7P5,FastDC,45.898911,-72.5257,"10,00 $ (CAD) de l'heure","125 Boulevard Saint-Joseph, Drummondville, QC J2C 2A5, Canada",45.8987811,-72.5254916,Drummondville,QC
CEA-348,Plessisville - Hôtel de Ville,"1700, rue Saint-Calixte, Plessisville, QC",G6L 1R3,Level2,46.2186422337573,-71.7714667303657,"2,50 $ (CAD) par session","1700 Rue Saint Calixte, Plessisville, QC G6L, Canada",46.2187378,-71.7716515,Plessisville,QC
CEA-10172,614 | BSR | VM | 1455 Metcalfe,"1550 rue Metcalfe, Montréal, QC",H3A 3L8,Level2,45.501087,-73.573064,"1,00 $ (CAD) de l'heure","1550 Rue Metcalfe, Montréal, QC H3A 3L8, Canada",45.5009902,-73.5737518,Montréal,QC
